id,name,platforms,offset
EP8139-PPSA09795_00-ONI0000000000001,ONI: Road to be the Mightiest Oni (PS4 & PS5),"PS4, PS5",7392
EP3385-PPSA14234_00-0027136697212554,Papetura,PS5,7392
EP4108-PPSA10278_00-APPZEROMOLDDX000,PROJECT ZERO: Mask of the Lunar Eclipse Digital Deluxe Edition (PS4 & PS5),"PS4, PS5",7392
EP4108-PPSA10278_00-APPZEROMOL000000,PROJECT ZERO: Mask of the Lunar Eclipse (PS4 & PS5),"PS4, PS5",7392
EP7541-PPSA15300_00-0567471107058116,Antigravity Racing,PS5,7392
EP2005-PPSA08301_00-CIONSOFVEGA00000,Cions of Vega PS4 & PS5,"PS4, PS5",7392
EP4040-PPSA07531_00-ROGUESPIRIT00000,Rogue Spirit,PS5,7392
EP4829-PPSA07149_00-TOWSPACERSCHOICE,The Outer Worlds: Spacer's Choice Edition,PS5,7392
EP2601-PPSA13739_00-0349660830475677,Someday You'll Return: Director's Cut,"PS4, PS5",7392
EP8576-PPSA13460_00-RV00000000000000,Romancelvania,PS5,7392
EP3540-PPSA03369_00-WANDERERGAMPS5EU,The Wanderer: Frankenstein’s Creature,PS5,7392
EP6665-PPSA05057_00-CLASH00000000000,Clash: Artifacts of Chaos,"PS4, PS5",7392
EP6665-PPSA12361_00-TRFE200000000000,Transport Fever 2: Console Edition,"PS4, PS5",7392
EP5661-PPSA06753_00-FELLOWTRAVELLER0,No Longer Home,"PS4, PS5",7392
EP2363-PPSA13610_00-EU0SMILEA0000PS5,The Smile Alchemist,"PS4, PS5",7392
EP3803-PPSA11071_00-2983392305363734,Bloodroots,PS5,7392
EP0896-PPSA07192_00-RATGAGUNMANTALES,Gunman Tales PS4™ & PS5™,"PS4, PS5",7392
EP0811-CUSA25829_00-0446858954839493,Insomnis All in 1 Pack,"PS4, PS5",7392
EP0811-PPSA06829_00-0830067505182657,Insomnis Long Night PS5® Edition,"PS4, PS5",7392
EP4108-PPSA08773_00-WOLONG0000000000,Wo Long: Fallen Dynasty (PS4 & PS5),"PS4, PS5",7392
EP6596-PPSA02670_00-RUINEDKINGDLXEDE,Ruined King: A League of Legends Story™ - Deluxe Edition PS4 & PS5,"PS4, PS5",7392
EP6596-PPSA02670_00-RUINEDKINGLOLEU0,Ruined King: A League of Legends Story™ PS4 & PS5,"PS4, PS5",7416
EP2005-PPSA13867_00-PGBREAKERSPLUS00,Pretty Girls Breakers! PLUS PS4 & PS5,"PS4, PS5",7416
EP8062-PPSA14148_00-0062530148636893,Pyramid Raiders,PS5,7416
EP4902-PPSA04775_00-1542292949732671,Strike Force 2 - Terrorist Hunt,PS5,7416
EP8723-PPSA14475_00-0250694087956839,Right and Down,PS5,7416
EP1302-PPSA04320_00-0053600613531700,Instant Sports Bundle,"PS4, PS5",7416
EP0958-PPSA06284_00-FIGHTNRAGE0PS5EU,Fight'N Rage,"PS4, PS5",7416
EP1762-PPSA10975_00-BROKPS5000000000,BROK the InvestiGator,"PS4, PS5",7416
EP8003-PPSA03696_00-5095158882186770,LEAP,"PS4, PS5",7416
EP2865-PPSA09167_00-4240839900792429,Fernbus Coach Simulator,PS5,7416
EP6713-PPSA08597_00-4688512412948858,Scars Above,"PS4, PS5",7416
EP5938-PPSA07451_00-CLIVENWRENCH0PS5,Clive 'N' Wrench,PS5,7416
EP3446-PPSA12363_00-0607746500622741,Gamedec Definitive Edition,PS5,7416
EP0896-PPSA10726_00-RAGAMLOOTBOXLYFE,Lootbox Lyfe+ PS4™ & PS5™,"PS4, PS5",7416
EP0082-PPSA09809_00-OCTOPATH2PS5E000,OCTOPATH TRAVELER II PS4＆PS5,"PS4, PS5",7416
EP2866-PPSA07226_00-CATANBOARDGAMEDX,CATAN® - Console Edition Deluxe PS4™ & PS5®,"PS4, PS5",7416
EP2866-PPSA07226_00-CATANBOARDGAMEPS,CATAN® - Console Edition PS4™ & PS5®,"PS4, PS5",7416
EP6665-PPSA08555_00-BB300DELUXE00003,Blood Bowl 3 - Brutal Edition,"PS4, PS5",7416
EP6665-PPSA08555_00-BB300DELUXE00001,Blood Bowl 3 - Deluxe Black Orcs Edition,"PS4, PS5",7416
EP6665-PPSA08555_00-BB300DELUXE00002,Blood Bowl 3 - Deluxe Imperial Nobility,"PS4, PS5",7416
EP6665-PPSA07390_00-ARB00DELUXE00001,Chef Life - Al Forno Edition,"PS4, PS5",7416
EP7678-PPSA11503_00-8953011462804465,Planet Cube: Edge,"PS4, PS5",7416
EP8627-PPSA13886_00-0754631336235802,Cactus Cowboy - Plants At War,PS5,7416
EP6665-PPSA07390_00-ARB0000000000000,Chef Life - A Restaurant Simulator,"PS4, PS5",7416
EP1095-PPSA09600_00-GGACPSAPP0000000,Gal Guardians: Demon Purge,PS5,7440
EP6985-PPSA10340_00-0563272959293397,Hidden Paws Mystery,PS5,7440
EP5779-PPSA13772_00-0814028779194166,PARTY BINGO,PS5,7440
EP7134-PPSA10596_00-3962020302056399,Ragnarock,PS5,7440
EP3770-PPSA13798_00-0364841955305234,The Last Clockwinder,PS5,7440
EP7099-PPSA10584_00-PPGVNANIMALLOVER,Animal Lover PS4® & PS5®,"PS4, PS5",7440
EP5279-PPSA08479_00-9595959595959595,Cave Digger 2 Dig Harder (VR + non-VR),"PS4, PS5",7440
EP5813-PPSA14265_00-0658350809602013,Remoteness,PS5,7440
EP5418-PPSA11407_00-4392634829189437,Synth Riders,"PS4, PS5",7440
EP5082-PPSA09612_00-1821515991406468,Zombieland: Headshot Fever Reloaded,PS5,7440
EP3392-PPSA10602_00-9426288420472068,After the Fall® - Complete Edition,"PS4, PS5",7440
EP3392-PPSA10602_00-2711281872933597,After the Fall® - Deluxe Edition,"PS4, PS5",7440
EP3223-PPSA09499_00-ALTAIRBREAKEREU0,ALTAIR BREAKER,PS5,7440
EP3150-PPSA13965_00-0423015928163124,Awesome Asteroids,"PS4, PS5",7440
EP2907-PPSA10723_00-4430026599156775,Cities: VR - Enhanced Edition,PS5,7440
EP0500-PPSA09862_00-2328572159105915,Cosmonious High,PS5,7440
EP5611-PPSA10635_00-5599651440570759,Demeo,PS5,7440
EP7588-PPSA12508_00-5194319420913127,Drums Rock,PS5,7440
EP3446-PPSA13561_00-0524993080906119,DYSCHRONIA: Chronos Alternate Episode I,PS5,7440
EP7381-PPSA14336_00-0689419634747260,FANTAVISION 202X,PS5,7440
EP5210-PPSA10767_00-7616393111400743,Garden of the Sea,PS5,7440
EP9000-PPSA05666_00-HZVRCALLMOUNTAIN,Horizon Call of the Mountain™,PS5,7440
EP0500-PPSA10147_00-3860245627444048,Job Simulator PS4 & PS5,"PS4, PS5",7440
EP8936-PPSA10065_00-4763380536678439,Jurassic World Aftermath Collection PS4 & PS5,"PS4, PS5",7440
EP7387-PPSA06948_00-3478275447450895,Kayak VR: Mirage,PS5,7464
EP1701-PPSA11200_00-KATTB00000000000,Kizuna AI - Touch the Beat!,PS5,7464
EP8185-PPSA13206_00-0630953252259627,LES MILLS XR BODYCOMBAT,PS5,7464
EP1966-PPSA09676_00-1079064807456837,Moss,PS5,7464
EP1966-PPSA09678_00-MOSSXMOSS2BUNDLE,Moss and Moss: Book II Bundle,PS5,7464
EP1966-PPSA09678_00-3810449929245310,Moss: Book II,PS5,7464
EP6513-PPSA09532_00-0892892733528412,NFL PRO ERA,"PS4, PS5",7464
EP7102-PPSA14240_00-0575567524388992,Pavlov,PS5,7464
EP0168-PPSA12514_00-8544630145900913,Pistol Whip PS4 & PS5,"PS4, PS5",7464
EP6973-PPSA14218_00-0930814246230117,Puzzling Places,"PS4, PS5",7464
EP0102-PPSA01557_00-DEMOVILLAGEGE003,Resident Evil Village Gold Edition Gameplay Demo,PS5,7464
EP0102-PPSA01557_00-DEMOVILLAGEVR004,Resident Evil Village VR Mode Gameplay Demo,PS5,7464
EP0748-PPSA09165_00-REZINFINITE00PS5,Rez Infinite,PS5,7464
EP0317-PPSA14511_00-0123456789171728,Song in the Smoke: Rekindled,"PS4, PS5",7464
EP5816-PPSA09575_00-5948074153462564,Startenders: Intergalactic Bartending,"PS4, PS5",7464
EP1006-PPSA06883_00-6128869852435794,Star Wars: Tales from the Galaxy's Edge - Enhanced Edition,PS5,7464
EP4652-PPSA06987_00-THESWORDSMANPSVR,Swordsman VR,PS5,7464
EP3643-PPSA09271_00-4306953415212020,Tentacular,PS5,7464
EP0748-PPSA07959_00-TETRISEFFECT0001,Tetris® Effect: Connected,PS5,7464
EP0767-PPSA12562_00-0771255808304579,The Light Brigade,PS5,7464
EP1177-PPSA12651_00-0412553224476507,The Tale of Onogoro,"PS4, PS5",7464
EP1177-PPSA12651_00-0905410032046997,The Tale of Onogoro Soundtrack Edition,"PS4, PS5",7464
EP1599-PPSA07359_00-THUMPERPS5000000,Thumper PS4 & PS5,"PS4, PS5",7464
EP4539-PPSA08310_00-4462717252188557,Townsmen VR,PS5,7464
EP2005-PPSA10995_00-TWICEREBORN00000,Twice Reborn: A Vampire Visual Novel PS4™ & PS5™,"PS4, PS5",7488
EP3392-PPSA11149_00-7287896986020630,Unplugged - Air Guitar,PS5,7488
EP0500-PPSA10145_00-0833875369985011,Vacation Simulator PS4 & PS5,"PS4, PS5",7488
EP5758-PPSA10862_00-8238844043699789,WHAT THE BAT?,PS5,7488
EP8017-PPSA09410_00-3047017824246059,Zenith: Nexus,PS5,7488
EP0177-PPSA06455_00-ISHIN00000000000,Like a Dragon: Ishin! PS4 & PS5,"PS4, PS5",7488
EP0967-PPSA14332_00-0528755903035357,2MD: VR Football Unleashed ALL☆STAR,PS5,7488
EP4133-PPSA10695_00-ATOMICHEARTGLDED,Atomic Heart - Gold Edition (PS4 & PS5),"PS4, PS5",7488
EP4133-PPSA10695_00-ATOMICHEARTGAME0,Atomic Heart (PS4 & PS5),"PS4, PS5",7488
EP0967-PPSA14328_00-0458035188612147,RUNNER,PS5,7488
EP4541-PPSA06601_00-SEVENDOORS000000,Seven Doors,PS5,7488
EP6665-PPSA08555_00-BB30000000000000,Blood Bowl 3,"PS4, PS5",7488
EP1245-PPSA09027_00-3827310812325610,Rise of Fox Hero,"PS4, PS5",7488
EP2919-PPSA13401_00-0128270744981398,Violetti Goottii,PS5,7488
EP0177-PPSA06455_00-RYUISHINDX000000,Like a Dragon: Ishin! Digital Deluxe Edition PS4 & PS5,"PS4, PS5",7488
EP1063-PPSA06591_00-GALLERIA00000001,Labyrinth of Galleria: The Moon Society,"PS4, PS5",7488
EP3024-PPSA12509_00-BIBIBIGBROOEUPS5,Bibi Blocksberg - Big Broom Race 3,PS5,7488
EP0896-PPSA13728_00-RGCYBERHEROESARE,CyberHeroes Arena DX PS4™ & PS5™,"PS4, PS5",7488
EP3678-PPSA05519_00-GIGANTORACER0004,Gigantosaurus: Dino Kart,"PS4, PS5",7488
EP1580-PPSA13999_00-0802811273893994,Mecho Tales PS5 Edition,PS5,7488
EP0006-PPSA07836_00-DELUXEEDITION000,WILD HEARTS™ Karakuri Edition,PS5,7488
EP0006-PPSA07836_00-BOHNIGAME0000000,WILD HEARTS™ Standard Edition,PS5,7488
EP3643-PPSA07818_00-5331252172900540,Shadow Warrior 3: Definitive Edition | PS4 & PS5,"PS4, PS5",7488
EP4042-PPSA08758_00-PINBALLFXPS50000,Pinball FX,PS5,7488
EP2363-PPSA13612_00-EU0HEIRSK0000PS5,Heirs of the Kings,"PS4, PS5",7512
EP6718-PPSA12399_00-8699178712697377,Alterity Experience,PS5,7512
EP6985-PPSA09504_00-7730792915509046,Geometric Sniper - Blood in Paris,PS5,7512
EP4139-PPSA09192_00-CITIESSKYLINESEU,Cities: Skylines - Remastered,"PS4, PS5",7512
EP2502-CUSA13489_00-0299821507911172,Dawn of Man + Planetbase,"PS4, PS5",7512
EP2005-PPSA13399_00-POCKETWITCH00000,Pocket Witch PS4 & PS5,"PS4, PS5",7512
EP4040-PPSA10022_00-JTTSPEMPLOYEEPS5,Journey To The Savage Planet: Employee Of The Month,"PS4, PS5",7512
EP0376-PPSA12456_00-8249379212422356,Boyfriend Dungeon,PS5,7512
EP4459-CUSA39626_00-TENDATESPS4SIEE0,Ten Dates,PS4,7512
EP7786-PPSA13214_00-SOCPS5EU00000000,Souls of Chronos,PS5,7512
EP6255-PPSA05622_00-2436777847330291,Wanted: Dead PS4 & PS5,"PS4, PS5",7512
EP6255-CUSA32701_00-9872121912391490,Wanted: Dead PS4 & PS5,PS4,7512
EP0896-PPSA10168_00-GOGOPOGOGIRLRATG,Go! Go! PogoGirl,"PS4, PS5",7512
EP1018-PPSA01603_00-HOGWARTSLGCYDELX,Hogwarts Legacy: Digital Deluxe Edition,"PS4, PS5",7512
EP1018-PPSA01603_00-HOGWARTSLEGACY01,Hogwarts Legacy PS5 Version,PS5,7512
EP7108-CUSA28188_00-BONPEAKCOMPLETEE,Bonfire Peaks Complete Edition,"PS4, PS5",7512
EP7624-PPSA11022_00-9976168254123580,Arcadia Fallen,"PS4, PS5",7512
EP6985-PPSA09847_00-3180090662847847,Make the Burger,PS5,7512
EP4902-PPSA08893_00-7015295201021153,Task Force Delta - Afghanistan,PS5,7512
EP2005-PPSA10993_00-THEREDRESSOFMIRA,The Redress of Mira PS4 & PS5,"PS4, PS5",7512
EP7425-PPSA05370_00-DICEYDUNGEONS000,Dicey Dungeons PS4 & PS5,"PS4, PS5",7512
EP7088-PPSA09002_00-2831402474239397,Pirated Code: Admin Edition,"PS4, PS5",7512
EP1063-PPSA08833_00-RAIDENXMIKADOPS5,Raiden IV x MIKADO remix,"PS4, PS5",7512
EP0102-PPSA01557_00-RE7VILLAGECOMPGE,Resident Evil 7 Gold Edition & Village Gold Edition PS4 & PS5,"PS4, PS5",7512
EP8073-PPSA08731_00-ELEMENTALWAR0000,Elemental War,"PS4, PS5",7536
EP0896-PPSA10588_00-RATAGAPETSATWORK,Pets at Work PS4™ & PS5™,"PS4, PS5",7536
EP6922-CUSA37689_00-2470262079086918,Speed Truck Racing,PS4,7536
EP2377-PPSA04519_00-0339215954685392,Deliver Us Mars PS4 & PS5,"PS4, PS5",7536
EP6694-PPSA13775_00-PRINCIPMATTPS5EU,A Matter of Principle,PS5,7536
EP3999-PPSA07355_00-8967146572806881,Fashion Police Squad,"PS4, PS5",7536
EP7786-PPSA10473_00-BREUSTPS50000000,Active DBG: Brave's Rage,PS5,7536
EP0096-PPSA07820_00-3737584581445516,Rhythm Sprout,"PS4, PS5",7536
EP2005-PPSA09597_00-ALBACETEWARRIOR0,Albacete Warrior PS4 & PS5,"PS4, PS5",7536
EP0082-PPSA04988_00-0663121687499994,PowerWash Simulator,"PS4, PS5",7536
EP3753-PPSA08314_00-SEASONGAMEPS5EU0,SEASON: A letter to the future PS4 & PS5,"PS4, PS5",7536
EP4697-PPSA03593_00-9119475396174422,We Were Here Forever,"PS4, PS5",7536
EP5761-PPSA08531_00-BFIREWALLPS5SIEE,Backfirewall_,"PS4, PS5",7536
EP6407-PPSA12428_00-3255136890506163,Astro & Suzy Go to the Beach,PS5,7536
EP8906-PPSA10094_00-PROTURKEYHUNTER1,Pro Turkey Hunting,PS5,7536
EP0006-PPSA03846_00-BEYONDPS5GAME000,Dead Space,PS5,7536
EP0006-PPSA03846_00-DSBDLXEDITION000,Dead Space Digital Deluxe Edition,PS5,7536
EP1245-PPSA06853_00-9370640545650062,Startup Company Console Edition,"PS4, PS5",7536
EP8311-PPSA13840_00-0277389480637871,"#WomenUp, Super Puzzles Dream",PS5,7536
EP0896-PPSA08993_00-WONDERLANDNIGHRG,Wonderland Nights: White Rabbit's Diary PS4™ & PS5™,"PS4, PS5",7536
EP3969-PPSA01769_00-0000000000000WOA,HITMAN World of Assassination,"PS4, PS5",7536
EP3111-PPSA13449_00-JANDUSOFT0000001,Hyper Shapes,"PS4, PS5",7536
EP6090-PPSA09106_00-WONDERBOYPS5EUXX,Wonder Boy Anniversary Collection,PS5,7536
EP1411-PPSA10342_00-0302538644103291,Shipwreck Escape,PS5,7536
EP2005-PPSA10525_00-SISSASPATH000000,Sissa's Path PS4 & PS5,"PS4, PS5",7560
EP6853-PPSA05425_00-WWZGAME000000PS5,World War Z: Aftermath,PS5,7560
EP6853-PPSA05425_00-WWZAMDELUXE00000,World War Z: Aftermath Deluxe Edition,PS5,7560
EP4060-PPSA09443_00-NEPTUNESISTERSVS,Neptunia: Sisters VS Sisters,PS5,7560
EP4060-PPSA09443_00-NEPSISBUNDLEPS51,Neptunia Sisters VS Sisters DX Edition,"PS4, PS5",7560
EP0082-PPSA03984_00-ATHIA00000000002,Forspoken,PS5,7560
EP0082-PPSA03984_00-ATHIADD000000002,Forspoken Digital Deluxe Edition,PS5,7560
EP0082-PPSA03984_00-8601502537252563,Forspoken Digital Deluxe Upgrade,PS5,7560
EP3024-PPSA12481_00-MEMORYEUROPEPS40,memory®,PS5,7560
EP6922-PPSA08749_00-0625633183659886,99 Seconds,"PS4, PS5",7560
EP1667-PPSA12406_00-DEMHUN2PS522SIEE,Demon Hunter: New Chapter,"PS4, PS5",7560
EP1667-CUSA39375_00-DEMONTALES22SIEE,Demonic Tales Bundle,"PS4, PS5",7560
EP0102-PPSA08035_00-DELUXEEDITION000,Monster Hunter Rise Deluxe Edition PS4 & PS5,"PS4, PS5",7560
EP0102-PPSA08035_00-FULLGAME000000EU,Monster Hunter Rise PS4 & PS5,"PS4, PS5",7560
EP5098-PPSA09169_00-8749790219608462,OmegaBot,"PS4, PS5",7560
EP4011-PPSA05590_00-0398464444018069,Q.U.B.E. 10th Anniversary,PS5,7560
EP4833-PPSA06245_00-0949207671244822,Q.U.B.E. 2 Ultimate Edition,PS5,7560
EP6922-PPSA09565_00-9060224058151004,Rally Rock 'N Racing,"PS4, PS5",7560
EP3948-PPSA04650_00-4489461951749167,THE HOUSE OF THE DEAD: Remake,"PS4, PS5",7560
EP0896-PPSA11269_00-TRENCHESRATALAIK,Trenches PS4™ & PS5™,"PS4, PS5",7560
EP5438-PPSA12231_00-3012350012863551,A Space for the Unbound,PS5,7560
EP8260-PPSA09758_00-0000000000000000,NeverAwake,"PS4, PS5",7560
EP4365-PPSA06765_00-000000000TORTUGA,Tortuga - A Pirate's Tale,"PS4, PS5",7560
EP7492-PPSA08264_00-SANUKINC0001GCGM,Graze Counter GM,PS5,7560
EP4133-PPSA02785_00-APLAGUEINREQBDLE,A Plague Tale Bundle,"PS4, PS5",7584
EP4591-CUSA30466_00-47914406LOTPS4EU,The Legend of Tianding,PS4,7584
EP7231-PPSA11228_00-6258549601735151,Reckless auto racing,PS5,7584
EP4591-PPSA07368_00-36133263LOTPS5EU,The Legend of Tianding,"PS4, PS5",7584
EP2005-PPSA04951_00-WINGSOFBLUESTAR0,Wings of Bluestar PS4 & PS5,"PS4, PS5",7584
EP3024-PPSA12483_00-LUDOXXLEUROPEPS5,Ludo XXL,PS5,7584
EP8527-PPSA13507_00-0325714512272112,Shadow Gangs,PS5,7584
EP0896-PPSA09605_00-RGMRSCATBETWEENW,Mrs.Cat Between Worlds PS4™ & PS5™,"PS4, PS5",7584
EP4295-PPSA08576_00-AOSTAPS5000000EU,Asterix & Obelix Slap Them All!,"PS4, PS5",7584
EP0811-PPSA13702_00-0789885879450809,Aurora’s Journey and the Pitiful Lackey,"PS4, PS5",7584
EP0811-CUSA27717_00-0661744383659331,Aurora’s Journey: Lackey Edition,"PS4, PS5",7584
EP0700-PPSA08083_00-ATREMASTER001PS5,DRAGON BALL Z: KAKAROT PS4™ & PS5™,"PS4, PS5",7584
EP5438-PPSA07416_00-8633711110030911,Dungeon Munchies,PS5,7584
EP3968-PPSA12539_00-0838753827733319,Hyper Gunsport,PS5,7584
EP1470-PPSA09580_00-8208260812492840,Vengeful Guardian: Moonrider,"PS4, PS5",7584
EP7099-PPSA13705_00-PPGSALAMANDERPTV,Salamander County Public Television PS4® & PS5®,"PS4, PS5",7584
EP0896-PPSA09319_00-RAGCHASINGSTATIC,Chasing Static PS4™ & PS5™,"PS4, PS5",7584
EP7754-PPSA09957_00-5777189219106502,Suhoshin,PS5,7584
EP0546-PPSA08514_00-BREAKERSCOLECEU5,Breakers Collection,"PS4, PS5",7584
EP2005-PPSA13319_00-BURROWFALLENBEAR,Burrow of the Fallen Bear: A Gay Furry Visual Novel PS4 & PS5,"PS4, PS5",7584
EP8923-CUSA34491_00-2223556274342468,Children of Silentown,PS4,7584
EP8923-PPSA08687_00-XXXXXXXXXXXXXXXX,Children of Silentown,"PS4, PS5",7584
EP1667-PPSA09378_00-9CLWARD22PS5SIEE,9 Clues 2: The Ward,"PS4, PS5",7584
EP1667-CUSA35686_00-9CLWARD22PS4SIEE,9 Clues 2: The Ward,PS4,7584
EP1667-CUSA35686_00-MEETAGAINBUNSIEE,Meet Again Bundle,"PS4, PS5",7608
EP4312-PPSA09892_00-0127631335589246,Sushi Fun Mini Game Bundle,PS5,7608
EP8472-PPSA12226_00-1334999828250787,Napoleon Maiden Episode.1 A maiden without the word impossible,PS5,7608
EP0896-PPSA10115_00-NEONSOULSRATAGAM,Neon Souls PS4™ & PS5™,"PS4, PS5",7608
EP2363-PPSA13314_00-EU0ALPHANEO00PS5,Alphadia Neo,"PS4, PS5",7608
EP0811-PPSA10630_00-3893792178553099,Nubla,"PS4, PS5",7608
EP0811-PPSA10823_00-1239813268576195,Nubla 2,"PS4, PS5",7608
EP0811-CUSA06431_00-0757700363354383,Nubla 2 Anniversary Edition,"PS4, PS5",7608
EP0811-CUSA03320_00-3673986528360164,Nubla Anniversary Edition,"PS4, PS5",7608
EP4295-PPSA08164_00-AOXXL2PS500000EU,Asterix & Obelix XXL 2,"PS4, PS5",7608
EP6922-PPSA08286_00-8813936536795884,9-Ball Pocket,"PS4, PS5",7608
EP2919-PPSA13301_00-0278742717260414,Newtonian Inversion,PS5,7608
EP6922-PPSA09815_00-2306048657521556,Wild Trax Racing,"PS4, PS5",7608
EP1629-PPSA11495_00-KINGDOMOFAURELIA,Kingdom of Aurelia - Mystery of the Poisoned Dagger,PS5,7608
EP4312-PPSA08370_00-0212168363073978,Burger Fun Mini Game Bundle,PS5,7608
EP7576-PPSA07279_00-8798144595771011,Cyber Pool,PS5,7608
EP8311-PPSA10970_00-4328417933305015,Pure Chase 80's,PS5,7608
EP8311-PPSA12662_00-0212989199890961,"#Xmas, Super Puzzles Dream",PS5,7608
EP1629-PPSA13441_00-EMOJIKART00PS5EU,emoji Kart™ Racer,PS5,7608
EP2005-PPSA09585_00-OTOKOCROSSPBKS00,Otoko Cross: Pretty Boys Klondike Solitaire PS4 & PS5,"PS4, PS5",7608
EP0082-PPSA06527_00-VPRPS5EU00000001,VALKYRIE PROFILE: LENNETH,"PS4, PS5",7608
EP1430-PPSA11006_00-SAILFORTHPS5EU00,Sail Forth,PS5,7608
EP0896-PPSA10724_00-RAGAMHEADBANGERS,Headbangers in Holiday Hell PS4™ & PS5™,"PS4, PS5",7608
EP0700-PPSA07696_00-RIDGERACER200000,Ridge Racer 2 PS4 & PS5,"PS4, PS5",7608
EP5645-PPSA04846_00-3360679484416786,Bullet Beat,"PS4, PS5",7632
EP1667-CUSA38066_00-CRIMSEC22PS4SIEE,Crime Secrets: Crimson Lily,PS4,7632
EP1667-PPSA11321_00-CRIMSEC22PSSSIEE,Crime Secrets: Crimson Lily,"PS4, PS5",7632
EP1667-CUSA29378_00-CHRISTBUND22SIEE,It's Christmas Bundle,"PS4, PS5",7632
EP1667-CUSA38066_00-MYSCRIMBUN22SIEE,Mysterious Crimes Bundle,"PS4, PS5",7632
EP7700-PPSA09833_00-5805489660942114,HEROish,PS5,7632
EP4312-PPSA07875_00-0731166237860114,Pizza Run Mini Game Bundle,PS5,7632
EP1457-PPSA04135_00-0009135755154536,Mount & Blade II: Bannerlord - Digital Deluxe,"PS4, PS5",7632
EP6470-PPSA12477_00-ELVESJIGSAWPUZZL,Elves Jigsaw Puzzle Collection PS4™ & PS5™,"PS4, PS5",7632
EP4312-PPSA10869_00-7608903676113465,Independence Day Run,PS5,7632
EP0896-PPSA09246_00-RATAGAPANDAPUNCH,Panda Punch PS4™ & PS5™,"PS4, PS5",7632
EP3550-PPSA09818_00-BEHOLDER3PS5EU00,Beholder 3,PS5,7632
EP3245-CUSA27309_00-8348632730557413,GRIME,PS4,7632
EP1302-PPSA06079_00-4536488058411927,Cassiodora,"PS4, PS5",7632
EP4133-PPSA08834_00-BLACKTAILGAME000,BLACKTAIL,PS5,7632
EP4008-PPSA06594_00-MAHJ000000000000,Mahjong,PS5,7632
EP4008-PPSA06596_00-TETRA00000000000,Tetraminos,PS5,7632
EP3111-PPSA10967_00-JANDUSOFT0000001,KAWAII SLIME ARENA,"PS4, PS5",7632
EP1095-PPSA07217_00-GV3PSAPP00000000,Azure Striker GUNVOLT 3,"PS4, PS5",7632
EP3245-PPSA03278_00-3082456007641683,GRIME,"PS4, PS5",7632
EP8916-PPSA07250_00-RCG20000PS5000EU,River City Girls 2,"PS4, PS5",7632
EP5733-PPSA05008_00-9319449668698946,Broken Lines,"PS4, PS5",7632
EP2005-PPSA05747_00-RAPTORBOYFRIEND0,Raptor Boyfriend: A High School Romance PS4 & PS5,"PS4, PS5",7632
EP4497-PPSA10408_00-00000000000000N1,The Witcher 3: Wild Hunt,"PS4, PS5",7632
EP4497-PPSA04021_00-0000000000GOTY11,The Witcher 3: Wild Hunt – Complete Edition,"PS4, PS5",7656
EP0403-PPSA05489_00-9450784989962318,Night in the Woods,"PS4, PS5",7656
EP0403-PPSA05491_00-1940373192186695,Overland,"PS4, PS5",7656
EP3643-PPSA09804_00-8621906653515501,GRIS | PS4 & PS5,"PS4, PS5",7656
EP2333-PPSA09865_00-NEONWHITESIEE000,Neon White,"PS4, PS5",7656
EP0082-PPSA07810_00-CRISISCORE000DDX,CRISIS CORE –FINAL FANTASY VII– REUNION DIGITAL DELUXE EDITION PS4 & PS5,"PS4, PS5",7656
EP0082-PPSA07810_00-CRISISCORE000000,CRISIS CORE –FINAL FANTASY VII– REUNION PS4 & PS5,"PS4, PS5",7656
EP5360-PPSA06442_00-WAVETALESIEE0000,Wavetale,"PS4, PS5",7656
EP4295-PPSA07498_00-ASTERIXXXL3PS5EU,Asterix & Obelix XXL3: The Crystal Menhir,"PS4, PS5",7656
EP4977-PPSA10809_00-2103807454066031,Vesper: Zero Light Edition,PS5,7656
EP3024-PPSA12436_00-RUSHHOURPS5EUROP,Rush Hour® Deluxe Edition – The ultimate traffic jam game!,PS5,7656
EP4312-PPSA09870_00-0815636132822217,Coffee Fun,PS5,7656
EP8204-PPSA09828_00-JITSUSQUADPS5EUX,Jitsu Squad,PS5,7656
EP0896-PPSA10383_00-RGPETITEADVENTUR,Petite Adventure PS4™ & PS5™,"PS4, PS5",7656
EP0807-PPSA09316_00-4682037474475387,The Forest Quartet,"PS4, PS5",7656
EP1121-PPSA09426_00-0421111822902141,Bramble: The Mountain King Demo,PS5,7656
EP2377-PPSA03286_00-PSDOMINIONBUNDLE,Jurassic World Evolution 2: Dominion Bundle,"PS4, PS5",7656
EP3585-PPSA08379_00-PS5TRAILMAKESIEE,Trailmakers,"PS4, PS5",7656
EP6667-PPSA07396_00-6112066370569974,Mech Armada,"PS4, PS5",7656
EP6087-CUSA24230_00-9654170170972424,Outbreak Definitive Collection,"PS4, PS5",7656
EP7231-PPSA12610_00-0812144435010463,Reckless Auto Racing 2 Avatar Full Game Bundle,PS5,7656
EP3036-PPSA08900_00-00000000000000DX,SAMURAI MAIDEN DELUXE EDITION PS4™ & PS5™,"PS4, PS5",7656
EP3036-PPSA08900_00-0000000000000000,SAMURAI MAIDEN PS4™ & PS5™,"PS4, PS5",7656
EP5360-PPSA08955_00-TOGGES00000005EU,Togges,"PS4, PS5",7656
EP4579-PPSA09141_00-TRF20000000PS5EU,The Rumble Fish 2,PS5,7680
